DEPARTAMENTO,PROVINCIA,Diagnóstico,Producto,Cat_terapeutica,IPRESS,Prom_atendidos
LA LIBERTAD,ASCOPE,"Neoplasia maligna del riñón, excepto de la pelvis renal",AVASTIN,Antineoplásico,HOSPITAL II CHOCOPE,1.0
LA LIBERTAD,ASCOPE,"Neoplasia maligna del riñón, excepto de la pelvis renal",AVASTIN,Antineoplásico,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",1.0
LA LIBERTAD,ASCOPE,"Neoplasia maligna del riñón, excepto de la pelvis renal",AVASTIN,Antineoplásico,POSTA DE SALUD SANTIAGO DE CAO,1.0
LA LIBERTAD,ASCOPE,Otras oclusiones vasculares de la retina,VABYSMO,Oftalmológico,HOSPITAL II CHOCOPE,1.0
LA LIBERTAD,ASCOPE,"Pólipo nasal, no especificado",XOLAIR,Inmunomodulador,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",1.0
LA LIBERTAD,ASCOPE,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,C.S.M.I. CHICAMA,1.0
LA LIBERTAD,ASCOPE,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,CENTRO DE SALUD CON INTERNAMIENTO CASA GRANDE,1.0
LA LIBERTAD,ASCOPE,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,CENTRO DE SALUD SIN INTERNAMIENTO CASA GRANDE,1.3
LA LIBERTAD,ASCOPE,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,HOSPITAL II CHOCOPE,1.6
LA LIBERTAD,ASCOPE,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,PAIJAN,1.4
LA LIBERTAD,ASCOPE,"Tumor maligno de la vejiga urinaria, parte no especificada",TECENTRIQ,Antineoplásico,HOSPITAL II CHOCOPE,1.0
LA LIBERTAD,BOLIVAR,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,POSTA DE SALUD BOLIVAR,1.0
LA LIBERTAD,BOLIVAR,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUSAC,1.0
LA LIBERTAD,BOLIVAR,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,POSTA DE SALUD BOLIVAR,1.0
LA LIBERTAD,BOLIVAR,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUSAC,1.0
LA LIBERTAD,BOLIVAR,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,POSTA DE SALUD BOLIVAR,1.0
LA LIBERTAD,BOLIVAR,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUSAC,1.0
LA LIBERTAD,BOLIVAR,"Asma, no especificada",XOLAIR,Inmunomodulador,CALEMAR,1.0
LA LIBERTAD,BOLIVAR,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL PROVINCIAL DE BOLIVAR,1.0
LA LIBERTAD,BOLIVAR,"Asma, no especificada",XOLAIR,Inmunomodulador,PUSAC,1.3
LA LIBERTAD,BOLIVAR,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL PROVINCIAL DE BOLIVAR,1.0
LA LIBERTAD,CHEPEN,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO CHEPEN,1.2
LA LIBERTAD,CHEPEN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL I CHEPEN ESSALUD,1.3
LA LIBERTAD,CHEPEN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.2
LA LIBERTAD,CHEPEN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.3
LA LIBERTAD,CHEPEN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.2
LA LIBERTAD,CHEPEN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.3
LA LIBERTAD,CHEPEN,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL DE APOYO CHEPEN,1.8
LA LIBERTAD,CHEPEN,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL I CHEPEN ESSALUD,2.7
LA LIBERTAD,CHEPEN,"Asma, no especificada",XOLAIR,Inmunomodulador,PACANGA,1.2
LA LIBERTAD,CHEPEN,"Asma, no especificada",XOLAIR,Inmunomodulador,PUEBLO NUEVO,1.1
LA LIBERTAD,CHEPEN,Carcinoma de células hepáticas,TECENTRIQ,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.0
LA LIBERTAD,CHEPEN,Degeneración de la mácula y del polo posterior del ojo (DMAE),VABYSMO,Oftalmológico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,Degeneración de la mácula y del polo posterior del ojo (DMAE),VABYSMO,Oftalmológico,HOSPITAL I CHEPEN ESSALUD,1.3
LA LIBERTAD,CHEPEN,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL DE APOYO CHEPEN,1.1
LA LIBERTAD,CHEPEN,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL I CHEPEN ESSALUD,2.4
LA LIBERTAD,CHEPEN,"Melanoma maligno de piel, sitio no especificado",TECENTRIQ,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.0
LA LIBERTAD,CHEPEN,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.2
LA LIBERTAD,CHEPEN,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.2
LA LIBERTAD,CHEPEN,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.2
LA LIBERTAD,CHEPEN,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.2
LA LIBERTAD,CHEPEN,Neoplasia maligna de los bronquios o del pulmón,TECENTRIQ,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,Neoplasia maligna de los bronquios o del pulmón,TECENTRIQ,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.2
LA LIBERTAD,CHEPEN,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",ALECENSA,Inmunomodulador,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",ALECENSA,Inmunomodulador,HOSPITAL I CHEPEN ESSALUD,1.2
LA LIBERTAD,CHEPEN,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.2
LA LIBERTAD,CHEPEN,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.4
LA LIBERTAD,CHEPEN,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.0
LA LIBERTAD,CHEPEN,Neoplasia maligna del ovario,AVASTIN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna del riñón, excepto de la pelvis renal",AVASTIN,Antineoplásico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,"Neoplasia maligna del riñón, excepto de la pelvis renal",AVASTIN,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,1.0
LA LIBERTAD,CHEPEN,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,CHEPEN,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,HOSPITAL I CHEPEN ESSALUD,1.0
LA LIBERTAD,CHEPEN,"Tumor maligno de la vejiga urinaria, parte no especificada",TECENTRIQ,Antineoplásico,HOSPITAL I CHEPEN ESSALUD,2.0
LA LIBERTAD,CHEPEN,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,HOSPITAL DE APOYO CHEPEN,1.0
LA LIBERTAD,GRAN CHIMU,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL PROVINCIAL DE CASCAS,2.5
LA LIBERTAD,GRAN CHIMU,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,POSTA DE SALUD CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,2.5
LA LIBERTAD,GRAN CHIMU,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,POSTA DE SALUD CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,2.5
LA LIBERTAD,GRAN CHIMU,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,POSTA DE SALUD CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL PROVINCIAL DE CASCAS,1.7
LA LIBERTAD,GRAN CHIMU,"Asma, no especificada",XOLAIR,Inmunomodulador,POSTA DE SALUD CASCAS,1.1
LA LIBERTAD,GRAN CHIMU,Carcinoma de células hepáticas,TECENTRIQ,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,Degeneración de la mácula y del polo posterior del ojo (DMAE),VABYSMO,Oftalmológico,POSTA DE SALUD CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,POSTA DE SALUD CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,HOSPITAL PROVINCIAL DE CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,POSTA DE SALUD CASCAS,1.0
LA LIBERTAD,GRAN CHIMU,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,POSTA DE SALUD CASCAS,1.0
LA LIBERTAD,JULCAN,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,HOSPITAL PROVINCIAL DE JULCAN,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CALAMARCA,1.5
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CANRAZ,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CARABAMBA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CHINCHINVARA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CHUGURPAMPA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL PROVINCIAL DE JULCAN,1.2
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HUASO,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,LA VEGA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PARUQUE BAJO,1.8
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SAN ANTONIO,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SANTA TERESA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,UNINGAMBAL,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,VILLA MARIA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CALAMARCA,1.5
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CANRAZ,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CARABAMBA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CHINCHINVARA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CHUGURPAMPA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL PROVINCIAL DE JULCAN,1.2
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HUASO,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,LA VEGA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PARUQUE BAJO,1.8
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SAN ANTONIO,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SANTA TERESA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,UNINGAMBAL,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,VILLA MARIA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CALAMARCA,1.5
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CANRAZ,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CARABAMBA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CHINCHINVARA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CHUGURPAMPA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL PROVINCIAL DE JULCAN,1.2
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HUASO,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,LA VEGA,2.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PARUQUE BAJO,1.8
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SAN ANTONIO,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SANTA TERESA,1.0
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,UNINGAMBAL,1.7
LA LIBERTAD,JULCAN,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,VILLA MARIA,2.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,AYANGAY,1.4
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,BARRO NEGRO,1.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,CALAMARCA,1.2
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,CANRAZ,1.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,CARABAMBA,1.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,CHINCHINVARA,2.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,CHUGURPAMPA,1.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL PROVINCIAL DE JULCAN,1.1
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,HUASO,2.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,LA VEGA,1.0
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,PARUQUE BAJO,1.7
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,SAN AGUSTIN,1.3
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,SAN ANTONIO,1.3
LA LIBERTAD,JULCAN,"Asma, no especificada",XOLAIR,Inmunomodulador,UNINGAMBAL,1.4
LA LIBERTAD,JULCAN,Degeneración de la mácula y del polo posterior del ojo (DMAE),VABYSMO,Oftalmológico,HOSPITAL PROVINCIAL DE JULCAN,2.0
LA LIBERTAD,JULCAN,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,CALAMARCA,1.5
LA LIBERTAD,JULCAN,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL PROVINCIAL DE JULCAN,1.0
LA LIBERTAD,JULCAN,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HUASO,1.0
LA LIBERTAD,JULCAN,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,AYANGAY,1.0
LA LIBERTAD,JULCAN,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,SAN ANTONIO,1.0
LA LIBERTAD,JULCAN,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,SANTA TERESA,2.0
LA LIBERTAD,JULCAN,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,SICCHAL,1.0
LA LIBERTAD,JULCAN,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,CARABAMBA,1.0
LA LIBERTAD,JULCAN,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL PROVINCIAL DE JULCAN,1.0
LA LIBERTAD,JULCAN,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,HOSPITAL PROVINCIAL DE JULCAN,1.0
LA LIBERTAD,JULCAN,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,AYANGAY,1.0
LA LIBERTAD,JULCAN,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,CALAMARCA,1.0
LA LIBERTAD,JULCAN,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,CHUGURPAMPA,1.0
LA LIBERTAD,JULCAN,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,HOSPITAL PROVINCIAL DE JULCAN,1.0
LA LIBERTAD,JULCAN,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,UNINGAMBAL,1.3
LA LIBERTAD,OTUZCO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.5
LA LIBERTAD,OTUZCO,Carcinoma de células hepáticas,TECENTRIQ,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,Degeneración de la mácula y del polo posterior del ojo (DMAE),VABYSMO,Oftalmológico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.1
LA LIBERTAD,OTUZCO,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Linfoma no Hodgkin folicular, sin otra especificación",GAZYVA,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,OTUZCO,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.3
LA LIBERTAD,OTUZCO,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,HOSPITAL DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,1.0
LA LIBERTAD,PACASMAYO,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO TOMAS LAFORA,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,DISTRITAL PACASMAYO,1.3
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO TOMAS LAFORA,1.1
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL I PACASMAYO,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,POSTA DE SALUD GUADALUPE,1.1
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SAN JOSE,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SANTA CATALINA,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,DISTRITAL PACASMAYO,1.3
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL DE APOYO TOMAS LAFORA,1.1
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL I PACASMAYO,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,POSTA DE SALUD GUADALUPE,1.1
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SAN JOSE,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SANTA CATALINA,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,DISTRITAL PACASMAYO,1.3
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL DE APOYO TOMAS LAFORA,1.1
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL I PACASMAYO,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,POSTA DE SALUD GUADALUPE,1.1
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SAN JOSE,1.0
LA LIBERTAD,PACASMAYO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SANTA CATALINA,1.0
LA LIBERTAD,PACASMAYO,"Asma, no especificada",XOLAIR,Inmunomodulador,DISTRITAL PACASMAYO,1.4
LA LIBERTAD,PACASMAYO,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL DE APOYO TOMAS LAFORA,1.6
LA LIBERTAD,PACASMAYO,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL I PACASMAYO,1.1
LA LIBERTAD,PACASMAYO,"Asma, no especificada",XOLAIR,Inmunomodulador,POSTA DE SALUD GUADALUPE,1.0
