DEPARTAMENTO,PROVINCIA,Diagnóstico,Producto,Cat_terapeutica,IPRESS,Prom_atendidos
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SANTA ROSA,1.7
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,TONGOD,1.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,UNION AGUA BLANCA,2.5
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CALQUIS,3.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CASA BLANCA,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CATILLUC,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD NANCHOC,1.3
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,EL COBRO NEGRO,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,GORDILLOS,2.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,LLAPA,5.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,NANCHOC,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,NIEPOS,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,P.S BOLIVAR,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,QUEBRADA HONDA,1.4
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,QUILCATE ALTO,2.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SAN MIGUEL,1.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SANTA ROSA,1.7
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,TONGOD,1.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,UNION AGUA BLANCA,2.5
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CALQUIS,3.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CASA BLANCA,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CATILLUC,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD NANCHOC,1.3
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,EL COBRO NEGRO,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,GORDILLOS,2.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,LLAPA,5.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,NANCHOC,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,NIEPOS,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,P.S BOLIVAR,1.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,QUEBRADA HONDA,1.4
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,QUILCATE ALTO,2.0
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SAN MIGUEL,1.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SANTA ROSA,1.7
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,TONGOD,1.1
CAJAMARCA,SAN MIGUEL,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,UNION AGUA BLANCA,2.5
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,CALQUIS,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,CARAHUASI,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,CASA BLANCA,1.2
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO DE SALUD NANCHOC,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,EL PRADO,3.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,LAMASPAMPA,5.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,LANCHEZ,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,NIEPOS,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,PISIT,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,POSTA MEDICA ESSALUD SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,SAN MIGUEL,1.8
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,TONGOD,1.0
CAJAMARCA,SAN MIGUEL,"Asma, no especificada",XOLAIR,Inmunomodulador,UNION AGUA BLANCA,2.9
CAJAMARCA,SAN MIGUEL,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,CATILLUC,1.0
CAJAMARCA,SAN MIGUEL,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,EL COBRO NEGRO,1.4
CAJAMARCA,SAN MIGUEL,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,EL NARANJO,1.0
CAJAMARCA,SAN MIGUEL,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD CHUCLLAPAMPA,1.0
CAJAMARCA,SAN MIGUEL,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,SAN MIGUEL,2.5
CAJAMARCA,SAN MIGUEL,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,TONGOD,1.1
CAJAMARCA,SAN MIGUEL,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,CALQUIS,2.5
CAJAMARCA,SAN MIGUEL,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,"Linfoma no Hodgkin, no especificado",Mab Thera,Antineoplásico,CASA BLANCA,1.0
CAJAMARCA,SAN MIGUEL,"Linfoma no Hodgkin, no especificado",Mab Thera,Antineoplásico,TAYAPAMPA,6.0
CAJAMARCA,SAN MIGUEL,"Linfoma no Hodgkin, no especificado",RITUXAN,Antineoplásico,CASA BLANCA,1.0
CAJAMARCA,SAN MIGUEL,"Linfoma no Hodgkin, no especificado",RITUXAN,Antineoplásico,TAYAPAMPA,6.0
CAJAMARCA,SAN MIGUEL,"Melanoma maligno de piel, sitio no especificado",TECENTRIQ,Antineoplásico,QUILCATE ALTO,1.0
CAJAMARCA,SAN MIGUEL,"Melanoma maligno de piel, sitio no especificado",TECENTRIQ,Antineoplásico,SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,Neoplasia maligna de los bronquios o del pulmón,TECENTRIQ,Antineoplásico,SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",ALECENSA,Inmunomodulador,SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,QUILCATE ALTO,2.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,CASA BLANCA,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,TONGOD,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,CATILLUC,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,LA FLORIDA,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,POSTA MEDICA ESSALUD SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,Neoplasia maligna del ovario,AVASTIN,Antineoplásico,QUILCATE ALTO,1.0
CAJAMARCA,SAN MIGUEL,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,SAN MIGUEL,1.0
CAJAMARCA,SAN MIGUEL,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,CASA BLANCA,1.0
CAJAMARCA,SAN MIGUEL,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,CENTRO DE SALUD NANCHOC,1.0
CAJAMARCA,SAN MIGUEL,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,UNION AGUA BLANCA,2.0
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CALLANCAS,1.6
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,JANCOS,1.8
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SAN BERNARDINO,1.4
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SAN PABLO,1.0
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,SANTA ROSA DE UNANCA,1.0
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,TUMBADEN BAJO,1.7
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CALLANCAS,1.6
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,JANCOS,1.8
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SAN BERNARDINO,1.4
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SAN PABLO,1.0
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,SANTA ROSA DE UNANCA,1.0
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,TUMBADEN BAJO,1.7
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CALLANCAS,1.6
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,JANCOS,1.8
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SAN BERNARDINO,1.4
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SAN PABLO,1.0
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,SANTA ROSA DE UNANCA,1.0
CAJAMARCA,SAN PABLO,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,TUMBADEN BAJO,1.7
CAJAMARCA,SAN PABLO,"Asma, no especificada",XOLAIR,Inmunomodulador,CALLANCAS,2.0
CAJAMARCA,SAN PABLO,"Asma, no especificada",XOLAIR,Inmunomodulador,SAN BERNARDINO,1.0
CAJAMARCA,SAN PABLO,"Asma, no especificada",XOLAIR,Inmunomodulador,SAN PABLO,1.2
CAJAMARCA,SAN PABLO,"Asma, no especificada",XOLAIR,Inmunomodulador,TUMBADEN BAJO,2.0
CAJAMARCA,SAN PABLO,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,SAN LUIS BAJO - GRANDE,1.4
CAJAMARCA,SAN PABLO,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,SAN PABLO,1.2
CAJAMARCA,SAN PABLO,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,TUMBADEN BAJO,1.5
CAJAMARCA,SAN PABLO,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,POSTA MEDICA ESSALUD SAN PABLO,1.0
CAJAMARCA,SAN PABLO,"Tumor maligno de la vejiga urinaria, parte no especificada",TECENTRIQ,Antineoplásico,SAN PABLO,1.0
CAJAMARCA,SAN PABLO,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,CALLANCAS,1.0
CALLAO,CALLAO,Arteritis de células gigantes (Síndrome de Takayasu),ACTEMRA,Inmunomodulador,CENTRO DE ATENCION PRIMARIA CAP III LUIS NEGREIROS VEGA,1.0
CALLAO,CALLAO,Arteritis de células gigantes (Síndrome de Takayasu),ACTEMRA,Inmunomodulador,CENTRO DE SALUD SESQUICENTENARIO,1.0
CALLAO,CALLAO,Arteritis de células gigantes (Síndrome de Takayasu),ACTEMRA,Inmunomodulador,HOSPITAL ALBERTO LEONARDO BARTON THOMPSON,1.0
CALLAO,CALLAO,Arteritis de células gigantes (Síndrome de Takayasu),ACTEMRA,Inmunomodulador,HOSPITAL DE REHABILITACION DEL CALLAO,1.0
CALLAO,CALLAO,Arteritis de células gigantes (Síndrome de Takayasu),ACTEMRA,Inmunomodulador,HOSPITAL NACIONAL ALBERTO SABOGAL SOLOGUREN DE LA RED ASISTENCIAL SABOGAL,1.0
CALLAO,CALLAO,Arteritis de células gigantes (Síndrome de Takayasu),ACTEMRA,Inmunomodulador,PUESTO DE SALUD VENTANILLA ESTE,1.0
CALLAO,CALLAO,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,C.S. MATERNO INFANTIL PACHACUTEC  PERU-COREA,1.0
CALLAO,CALLAO,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,CENTRO DE SALUD  ALBERTO BARTON,2.0
